,cod_com,cod_prov,cod_reg,den_com,den_prov,den_reg,pop,sigla,std,median
235,1240,1,1,San Francesco al Campo,Torino,Piemonte,4834,TO,1.7178003656667635,1450.77294921875
236,1241,1,1,Sangano,Torino,Piemonte,3746,TO,26.52643176662141,1419.7267456054688
237,1242,1,1,San Germano Chisone,Torino,Piemonte,1750,TO,57.84989036520794,1280.7490844726562
238,1243,1,1,San Gillio,Torino,Piemonte,3101,TO,5.185837060085882,1433.606201171875
239,1244,1,1,San Giorgio Canavese,Torino,Piemonte,2556,TO,2.669931234177619,1445.659423828125
240,1245,1,1,San Giorio di Susa,Torino,Piemonte,978,TO,84.09642343753643,1237.1017456054688
241,1246,1,1,San Giusto Canavese,Torino,Piemonte,3299,TO,0.7912647710402069,1446.0247802734375
242,1247,1,1,San Martino Canavese,Torino,Piemonte,805,TO,11.968034469669401,1421.9182739257812
243,1248,1,1,San Maurizio Canavese,Torino,Piemonte,10279,TO,2.623143444637214,1448.2161865234375
244,1249,1,1,San Mauro Torinese,Torino,Piemonte,18647,TO,20.413543490941546,1394.5245361328125
245,1250,1,1,San Pietro Val Lemina,Torino,Piemonte,1423,TO,18.681240165364336,1379.1839599609375
246,1251,1,1,San Ponso,Torino,Piemonte,263,TO,1.64361572265625,1431.9625854492188
247,1252,1,1,San Raffaele Cimena,Torino,Piemonte,3098,TO,10.770047290416256,1400.9163208007812
248,1253,1,1,San Sebastiano da Po,Torino,Piemonte,1893,TO,12.187084576856506,1392.880859375
249,1254,1,1,San Secondo di Pinerolo,Torino,Piemonte,3677,TO,24.488973667972687,1418.4483642578125
250,1255,1,1,Sant'Ambrogio di Torino,Torino,Piemonte,4684,TO,81.53360223997663,1325.8575439453125
251,1256,1,1,Sant'Antonino di Susa,Torino,Piemonte,4169,TO,122.32947569310146,1202.7681884765625
252,1257,1,1,Santena,Torino,Piemonte,10637,TO,1.8753906025149045,1431.0494384765625
253,1258,1,1,Sauze di Cesana,Torino,Piemonte,241,TO,141.57298791072682,1455.156005859375
254,1259,1,1,Sauze d'Oulx,Torino,Piemonte,1082,TO,35.79722170607653,1486.2021484375
255,1260,1,1,Scalenghe,Torino,Piemonte,3263,TO,2.966128009153262,1461.73046875
256,1261,1,1,Scarmagno,Torino,Piemonte,826,TO,5.326686652658811,1428.4927978515625
