,cod_com,cod_prov,cod_reg,den_com,den_prov,den_reg,pop,sigla,mean,std,median
1334,9055,9,7,Sassello,Savona,Liguria,1763,SV,0.6474649071170573,0.6573961132806742,0.48750001192092896
1335,9056,9,7,Savona,Savona,Liguria,59439,SV,8.725027084835176,18.544365124755323,1.6749999523162842
1336,9057,9,7,Spotorno,Savona,Liguria,3583,SV,6.4863333569632635,6.853053567152931,3.8350000381469727
1337,9058,9,7,Stella,Savona,Liguria,2961,SV,1.0693724686317598,0.7656126066506147,0.8199999928474426
1338,9059,9,7,Stellanello,Savona,Liguria,831,SV,0.8945789415585367,0.47940349160684065,0.6899999976158142
1339,9060,9,7,Testico,Savona,Liguria,168,SV,0.9259322134114928,0.8286222711601483,0.5299999713897705
1340,9061,9,7,Toirano,Savona,Liguria,2666,SV,2.041296310998775,3.726704687643638,0.6624999940395355
1341,9062,9,7,Tovo San Giacomo,Savona,Liguria,2589,SV,3.1136842317748488,1.5718983635609083,2.7899999618530273
1342,9063,9,7,Urbe,Savona,Liguria,690,SV,0.673470584785237,0.28088831958973576,0.5649999976158142
1343,9064,9,7,Vado Ligure,Savona,Liguria,8217,SV,8.427307741000103,15.550357655639235,2.022499918937683
1344,9065,9,7,Varazze,Savona,Liguria,12899,SV,2.048768936007312,3.4531679094641126,0.9199999868869781
1345,9066,9,7,Vendone,Savona,Liguria,363,SV,0.8475471723754451,0.46676893039578293,0.5699999928474426
1346,9067,9,7,Vezzi Portio,Savona,Liguria,801,SV,1.8257692123834903,1.0660870831004992,1.6700000166893005
1347,9068,9,7,Villanova d'Albenga,Savona,Liguria,2780,SV,4.434550565949986,3.6516601568843776,2.5299999713897705
1348,9069,9,7,Zuccarello,Savona,Liguria,296,SV,0.870983612341959,0.4154888678432516,0.7000000476837158
1349,10001,10,7,Arenzano,Genova,Liguria,11248,GE,4.458321422764233,8.44685043468913,0.7599999904632568
1350,10002,10,7,Avegno,Genova,Liguria,2524,GE,2.336746020922585,1.3854135464447268,1.8200000524520874
1351,10003,10,7,Bargagli,Genova,Liguria,2618,GE,2.002842108826888,1.1394762491919885,1.725000023841858
1352,10004,10,7,Bogliasco,Genova,Liguria,4419,GE,6.547692285134242,6.156014176640628,4.537499904632568
1353,10005,10,7,Borzonasca,Genova,Liguria,1934,GE,0.5967960079466953,0.3954222443411369,0.4650000035762787
1354,10006,10,7,Busalla,Genova,Liguria,5361,GE,5.070319218838469,7.446700928973153,1.4424999952316284
1355,10007,10,7,Camogli,Genova,Liguria,5136,GE,4.607333344221115,4.701110011371969,2.754999876022339
1356,10008,10,7,Campo Ligure,Genova,Liguria,2815,GE,1.0670454475012692,1.2214810261988813,0.6499999761581421
1357,10009,10,7,Campomorone,Genova,Liguria,6699,GE,2.5321874759263463,3.2837741643921103,1.434999942779541
1358,10010,10,7,Carasco,Genova,Liguria,3727,GE,7.451555588510302,6.6308462228979215,5.595000267028809
1359,10011,10,7,Casarza Ligure,Genova,Liguria,6698,GE,3.112120237531541,4.752966203323862,1.0799999833106995
1360,10012,10,7,Casella,Genova,Liguria,3123,GE,5.229999990690322,3.939112111785361,3.9025001525878906
1361,10013,10,7,Castiglione Chiavarese,Genova,Liguria,1574,GE,1.27376505965928,0.9294543396274739,0.9325000047683716
1362,10014,10,7,Ceranesi,Genova,Liguria,3741,GE,1.885726728411608,2.2588428222808767,0.9224999845027924
1363,10015,10,7,Chiavari,Genova,Liguria,27465,GE,21.690785702637264,20.831149275945865,13.005000114440918
1364,10016,10,7,Cicagna,Genova,Liguria,2314,GE,2.289609394967556,1.596405234761458,1.6775000095367432
1365,10017,10,7,Cogoleto,Genova,Liguria,8944,GE,3.276869557992272,3.7586756945387276,1.190000057220459
1366,10018,10,7,Cogorno,Genova,Liguria,5697,GE,9.611249891774994,9.644044652407574,5.755000114440918
1367,10019,10,7,Coreglia Ligure,Genova,Liguria,277,GE,1.196162789366966,0.6590663021901108,0.9900000095367432
1368,10020,10,7,Crocefieschi,Genova,Liguria,525,GE,0.9519531223922968,0.607399424354623,0.7524999976158142
1369,10021,10,7,Davagna,Genova,Liguria,1847,GE,1.3527586100430324,0.7338621006100593,1.1749999523162842
1370,10022,10,7,Fascia,Genova,Liguria,65,GE,0.5149206310983688,0.16046680659903081,0.44999998807907104
1371,10023,10,7,Favale di Malvaro,Genova,Liguria,448,GE,0.8250531931506827,0.6127768623221448,0.5400000214576721
1372,10024,10,7,Fontanigorda,Genova,Liguria,254,GE,0.574499997165468,0.30679439811370546,0.44999998807907104
1373,10025,10,7,Genova,Genova,Liguria,565752,GE,16.529407591871284,24.03141929668564,5.087500095367432
1374,10026,10,7,Gorreto,Genova,Liguria,85,GE,0.4704716959089603,0.15344861062005138,0.3999999761581421
1375,10027,10,7,Isola del Cantone,Genova,Liguria,1418,GE,1.0185110242489506,0.8200930842667759,0.79749995470047
1376,10028,10,7,Lavagna,Genova,Liguria,12440,GE,8.985855257824847,11.392361851670929,4.802500009536743
1377,10029,10,7,Leivi,Genova,Liguria,2406,GE,4.494137930458989,3.0786721952733536,3.21750009059906
1378,10030,10,7,Lorsica,Genova,Liguria,423,GE,0.9130412340164185,0.5646500403853578,0.6850000023841858
1379,10031,10,7,Lumarzo,Genova,Liguria,1512,GE,1.3381849270160884,0.6988458763388534,1.1025000214576721
1380,10032,10,7,Masone,Genova,Liguria,3595,GE,1.5196745536736482,2.0822412902018836,0.6800000071525574
1381,10033,10,7,Mele,Genova,Liguria,2643,GE,1.8448913181605546,2.2599314916700735,0.9124999642372131
1382,10034,10,7,Mezzanego,Genova,Liguria,1479,GE,0.9209627353626749,0.605065454717134,0.6899999976158142
1383,10035,10,7,Mignanego,Genova,Liguria,3562,GE,1.8951086939676949,1.2214362446165217,1.475000023841858
1384,10036,10,7,Moconesi,Genova,Liguria,2459,GE,1.9932795705333832,2.0355502259731453,0.9750000238418579
1385,10037,10,7,Moneglia,Genova,Liguria,2653,GE,2.531279070432796,2.1794060481142514,1.975000023841858
1386,10038,10,7,Montebruno,Genova,Liguria,224,GE,0.4990196049797769,0.13264104682741637,0.4675000011920929
1387,10039,10,7,Montoggio,Genova,Liguria,2026,GE,1.1314814825852713,1.0169643724667905,0.8924999833106995
1388,10040,10,7,Ne,Genova,Liguria,2188,GE,1.0116573797128992,0.7171074822911955,0.8100000023841858
1389,10041,10,7,Neirone,Genova,Liguria,839,GE,0.9336011918882529,0.639608546159066,0.6499999761581421
1390,10042,10,7,Orero,Genova,Liguria,526,GE,1.0440229910543595,0.6702782250863513,0.8500000238418579
1391,10043,10,7,Pieve Ligure,Genova,Liguria,2474,GE,7.93119047936939,5.5896438573090705,7.289999961853027
1392,10044,10,7,Portofino,Genova,Liguria,372,GE,2.5350000134536197,2.605442152497797,1.3075000047683716
1393,10045,10,7,Propata,Genova,Liguria,134,GE,0.5434020582548121,0.1768037303421184,0.45499998331069946
1394,10046,10,7,Rapallo,Genova,Liguria,29178,GE,4.777119576283123,6.761321152127205,1.9500000476837158
1395,10047,10,7,Recco,Genova,Liguria,9676,GE,8.36964916346366,8.400118693782622,4.849999904632568
1396,10048,10,7,Rezzoaglio,Genova,Liguria,950,GE,0.48749999913412173,0.2612153277619247,0.4099999964237213
1397,10049,10,7,Ronco Scrivia,Genova,Liguria,4211,GE,2.3546726316923188,3.045049585704761,1.1075000166893005
1398,10050,10,7,Rondanina,Genova,Liguria,61,GE,0.5031690135808058,0.1413148547512131,0.4599999785423279
1399,10051,10,7,Rossiglione,Genova,Liguria,2635,GE,0.8563295868452122,1.091592574672718,0.5049999952316284
1400,10052,10,7,Rovegno,Genova,Liguria,503,GE,0.588855421686747,0.4724326080520984,0.4300000071525574
1401,10053,10,7,San Colombano Certenoli,Genova,Liguria,2615,GE,1.5272629227617691,1.2977534079413162,0.9424999952316284
1402,10054,10,7,Santa Margherita Ligure,Genova,Liguria,8906,GE,7.258220262446646,7.16005835378338,5.180000305175781
1403,10055,10,7,Sant'Olcese,Genova,Liguria,5746,GE,3.6327600173950194,2.3976831904249454,3.115000009536743
1404,10056,10,7,Santo Stefano d'Aveto,Genova,Liguria,1058,GE,0.5340655747984276,0.6188164473076856,0.39500001072883606
1405,10057,10,7,Savignone,Genova,Liguria,3068,GE,2.4267741874341042,1.9726318191395278,1.475000023841858
1406,10058,10,7,Serra Riccò,Genova,Liguria,7732,GE,4.802210892138838,3.7615471161460254,3.5300002098083496
1407,10059,10,7,Sestri Levante,Genova,Liguria,18149,GE,6.319837824718372,8.799452177544001,2.049999952316284
1408,10060,10,7,Sori,Genova,Liguria,4056,GE,3.2707246377848196,2.6578853780137885,2.429999828338623
1409,10061,10,7,Tiglieto,Genova,Liguria,516,GE,0.49633802683420586,0.0889807640465079,0.4749999940395355
1410,10062,10,7,Torriglia,Genova,Liguria,2215,GE,0.9259552212793436,0.8659985062419673,0.6299999952316284
1411,10063,10,7,Tribogna,Genova,Liguria,588,GE,2.127374990284443,1.2944240629039785,1.6924999952316284
1412,10064,10,7,Uscio,Genova,Liguria,2164,GE,1.6998000025749207,0.7055649976440604,1.4625000357627869
1413,10065,10,7,Valbrevenna,Genova,Liguria,763,GE,0.744844554619468,0.31601628695619866,0.6349999904632568
1414,10066,10,7,Vobbia,Genova,Liguria,372,GE,0.644484531172772,0.3031832691590768,0.5399999618530273
1415,10067,10,7,Zoagli,Genova,Liguria,2369,GE,6.69914626784441,4.316098099327371,5.880000114440918
1416,11001,11,7,Ameglia,La Spezia,Liguria,4335,SP,5.610812474787235,3.9237922517990813,4.384999990463257
1417,11002,11,7,Arcola,La Spezia,Liguria,10254,SP,7.2750000556310015,3.2774475292482292,6.312500238418579
1418,11003,11,7,Beverino,La Spezia,Liguria,2311,SP,1.2347715723938144,0.7325008089871187,0.9750000238418579
1419,11004,11,7,Bolano,La Spezia,Liguria,7508,SP,3.973735637363346,4.209971018221177,2.565000057220459
1420,11005,11,7,Bonassola,La Spezia,Liguria,832,SP,1.959230785186474,2.0477124802107287,1.274999976158142
1421,11006,11,7,Borghetto di Vara,La Spezia,Liguria,903,SP,0.9232142906297337,0.9495482180700936,0.6775000095367432
1422,11007,11,7,Brugnato,La Spezia,Liguria,1293,SP,3.6208730396770297,5.833050200816869,0.949999988079071
1423,11008,11,7,Calice al Cornoviglio,La Spezia,Liguria,1086,SP,0.8098404272756679,0.5398165044743559,0.5975000262260437
1424,11009,11,7,Carro,La Spezia,Liguria,520,SP,0.7405833320485221,0.5452235244957426,0.5424999594688416
1425,11010,11,7,Carrodano,La Spezia,Liguria,478,SP,0.8119491518048917,0.5321008999405878,0.5799999833106995
1426,11011,11,7,Castelnuovo Magra,La Spezia,Liguria,8363,SP,4.662092989267305,3.202808268156258,3.8324999809265137
1427,11012,11,7,Deiva Marina,La Spezia,Liguria,1364,SP,2.1919480469319725,2.3263497102450548,1.4800000190734863
1428,11013,11,7,Follo,La Spezia,Liguria,6282,SP,2.9923255984173265,3.4475812972007622,1.6200000047683716
1429,11014,11,7,Framura,La Spezia,Liguria,623,SP,1.367844039693885,1.3721516982013682,0.8700000047683716
1430,11015,11,7,La Spezia,La Spezia,Liguria,92550,SP,14.150815999549296,18.46811194099624,5.0299999713897705
1431,11016,11,7,Lerici,La Spezia,Liguria,9837,SP,5.36918480499931,4.2277507744201275,3.869999885559082
1432,11017,11,7,Levanto,La Spezia,Liguria,5349,SP,2.0852644063818913,3.7599429675065843,0.6875
1433,11018,11,7,Maissana,La Spezia,Liguria,614,SP,0.6509883687939755,0.278967313567528,0.550000011920929
1434,11019,11,7,Monterosso al Mare,La Spezia,Liguria,1397,SP,1.9680000096559525,2.4133031638126927,1.0074999928474426
1435,11020,11,7,Luni,La Spezia,Liguria,8309,SP,4.376948087246387,2.9644112716860405,3.5850000381469727
1436,11021,11,7,Pignone,La Spezia,Liguria,545,SP,0.7638499969244004,0.4649450784027374,0.5899999737739563
1437,11022,11,7,Portovenere,La Spezia,Liguria,3388,SP,5.429285690897987,5.532531680579772,2.6575000286102295
1438,11023,11,7,Riccò del Golfo di Spezia,La Spezia,Liguria,3625,SP,1.3651666669618516,0.9112169218106939,1.065000057220459
1439,11024,11,7,Riomaggiore,La Spezia,Liguria,1421,SP,1.5892857164144516,1.3538264086863447,0.9675000011920929
1440,11025,11,7,Rocchetta di Vara,La Spezia,Liguria,680,SP,0.6985869564763878,0.29210799762838,0.5950000286102295
1441,11026,11,7,Santo Stefano di Magra,La Spezia,Liguria,9935,SP,9.670864249453132,10.162401738101904,5.279999732971191
1442,11027,11,7,Sarzana,La Spezia,Liguria,21930,SP,8.248475979356204,7.868234318063126,5.644999980926514
1443,11028,11,7,Sesta Godano,La Spezia,Liguria,1319,SP,0.700375648128554,0.6081496923252363,0.5199999809265137
1444,11029,11,7,Varese Ligure,La Spezia,Liguria,1890,SP,0.5153947349049544,0.38749631580954896,0.42500001192092896
1445,11030,11,7,Vernazza,La Spezia,Liguria,776,SP,1.0331690160321518,0.5547136336361242,0.8999999761581421
1446,11031,11,7,Vezzano Ligure,La Spezia,Liguria,7203,SP,5.853298907427444,3.3639161163089124,4.904999732971191
1447,11032,11,7,Zignago,La Spezia,Liguria,498,SP,0.5419496826405795,0.17691620036434277,0.48500001430511475
1448,12001,12,3,Agra,Varese,Lombardia,395,VA,2.172941144774942,0.8538615770892536,2.0199999809265137
1449,12002,12,3,Albizzate,Varese,Lombardia,5222,VA,11.25270821650823,4.364091689819545,10.987499713897705
1450,12003,12,3,Angera,Varese,Lombardia,5428,VA,4.162164973229477,2.996644883144658,2.695000171661377
1451,12004,12,3,Arcisate,Varese,Lombardia,9948,VA,5.359857104505811,3.772138359399548,4.339999675750732
1452,12005,12,3,Arsago Seprio,Varese,Lombardia,4805,VA,7.820901659668469,5.96745851863664,5.255000114440918
1453,12006,12,3,Azzate,Varese,Lombardia,4648,VA,9.381521618884543,3.689909080212288,9.309999465942383
1454,12007,12,3,Azzio,Varese,Lombardia,755,VA,5.118846214734591,1.529257241612273,4.704999923706055
1455,12008,12,3,Barasso,Varese,Lombardia,1660,VA,5.1793181652372535,4.476569890755335,3.990000009536743
1456,12009,12,3,Bardello,Varese,Lombardia,1605,VA,6.391250029206276,4.666741297915631,4.115000009536743
1457,12010,12,3,Bedero Valcuvia,Varese,Lombardia,654,VA,1.8878125101327896,0.9494060740475238,1.4449999928474426
1458,12011,12,3,Besano,Varese,Lombardia,2506,VA,3.547941158799564,1.5987578748681006,3.0250000953674316
1459,12012,12,3,Besnate,Varese,Lombardia,5467,VA,6.901499915122986,3.7822490096586816,6.077499866485596
1460,12013,12,3,Besozzo,Varese,Lombardia,8834,VA,4.8891358301963335,2.919845986232563,4.474999904632568
1461,12014,12,3,Biandronno,Varese,Lombardia,3263,VA,3.1546226492467917,1.5315123398883703,2.880000114440918
1462,12015,12,3,Bisuschio,Varese,Lombardia,4344,VA,4.440769242934691,3.406306270780866,3.364999771118164
1463,12016,12,3,Bodio Lomnago,Varese,Lombardia,2205,VA,7.739565185878588,5.701197442483407,5.635000228881836
1464,12017,12,3,Brebbia,Varese,Lombardia,3168,VA,7.0269999563694,4.96714403994781,6.0
1465,12018,12,3,Bregano,Varese,Lombardia,850,VA,2.940384580538823,0.9496080800477166,2.7799999713897705
1466,12019,12,3,Brenta,Varese,Lombardia,1718,VA,3.3030434224916543,3.0275311242288816,1.4449999332427979
1467,12020,12,3,Brezzo di Bedero,Varese,Lombardia,1200,VA,2.390892847308091,1.4700877727654689,2.290000081062317
1468,12021,12,3,Brinzio,Varese,Lombardia,798,VA,1.4295833094252481,0.6432182064851958,1.1424999833106995
1469,12022,12,3,Brissago-Valtravaglia,Varese,Lombardia,1206,VA,2.2241666631566153,1.4697219458974404,1.4325000047683716
1470,12023,12,3,Brunello,Varese,Lombardia,936,VA,12.884500217437743,8.109842179631602,10.2475004196167
1471,12024,12,3,Brusimpiano,Varese,Lombardia,1151,VA,2.8764285734721593,2.2207356056916434,1.7549999952316284
1472,12025,12,3,Buguggiate,Varese,Lombardia,3096,VA,12.746538675748385,4.37724128465012,13.030000686645508
1473,12026,12,3,Busto Arsizio,Varese,Lombardia,83679,VA,23.78126402215643,10.756469840183872,22.05000114440918
1474,12027,12,3,Cadegliano-Viconago,Varese,Lombardia,2143,VA,2.7514912350135936,2.1040481336714207,1.8799999952316284
1475,12029,12,3,Cairate,Varese,Lombardia,7663,VA,8.15646154330327,3.8450739449670013,7.284999847412109
1476,12030,12,3,Cantello,Varese,Lombardia,4679,VA,6.440833369890849,3.871075834755922,5.397500038146973
1477,12031,12,3,Caravate,Varese,Lombardia,2563,VA,7.65206896847692,5.083723079966172,6.284999847412109
1478,12032,12,3,Cardano al Campo,Varese,Lombardia,14428,VA,16.750727315382523,9.865683991087092,15.75
1479,12033,12,3,Carnago,Varese,Lombardia,6645,VA,9.727714306967599,4.7165408662701855,7.755000114440918
1480,12034,12,3,Caronno Pertusella,Varese,Lombardia,17973,VA,26.645520846048992,9.177578238411243,25.700000762939453
1481,12035,12,3,Caronno Varesino,Varese,Lombardia,4849,VA,8.313676427392398,2.6450743051358,7.987499713897705
1482,12036,12,3,Casale Litta,Varese,Lombardia,2709,VA,3.0023387093697824,1.1429230779151598,2.6875
1483,12037,12,3,Casalzuigno,Varese,Lombardia,1363,VA,1.940113666382703,1.5542155339805006,1.0600000023841858
1484,12038,12,3,Casciago,Varese,Lombardia,3679,VA,7.763125061988831,2.32279227473955,8.105000019073486
1485,12039,12,3,Casorate Sempione,Varese,Lombardia,5681,VA,12.626794931216118,6.773024620681783,11.53499984741211
1486,12040,12,3,Cassano Magnago,Varese,Lombardia,21416,VA,18.336901288636973,6.528418584616182,18.744998931884766
1487,12041,12,3,Cassano Valcuvia,Varese,Lombardia,652,VA,1.7686363431540402,0.7840268670628123,1.6225000023841858
1488,12042,12,3,Castellanza,Varese,Lombardia,14370,VA,25.05410253084623,6.282265190701284,27.220001220703125
1489,12043,12,3,Castello Cabiaglio,Varese,Lombardia,554,VA,1.2621951190436758,0.4187161594100053,1.1100000143051147
1490,12044,12,3,Castelseprio,Varese,Lombardia,1301,VA,8.538157914814196,3.1750707702252097,7.699999809265137
1491,12045,12,3,Castelveccana,Varese,Lombardia,1938,VA,2.0837916851043703,2.3696707364452467,0.9950000047683716
1492,12046,12,3,Castiglione Olona,Varese,Lombardia,7641,VA,11.038552673239456,6.756619905343055,10.3100004196167
1493,12047,12,3,Castronno,Varese,Lombardia,5063,VA,14.884999895095826,6.987097556472291,14.045000076293945
1494,12048,12,3,Cavaria con Premezzo,Varese,Lombardia,5754,VA,14.276944345898098,7.688436325142743,12.940000057220459
1495,12049,12,3,Cazzago Brabbia,Varese,Lombardia,812,VA,3.305833339691162,2.0016262779583442,2.759999990463257
1496,12050,12,3,Cislago,Varese,Lombardia,10247,VA,11.633145086226925,8.225645799215986,8.632499694824219
1497,12051,12,3,Cittiglio,Varese,Lombardia,3811,VA,3.3575757109757625,3.616016958135089,1.612500011920929
1498,12052,12,3,Clivio,Varese,Lombardia,1905,VA,7.660263212103593,2.5557064993879526,7.130000114440918
1499,12053,12,3,Cocquio-Trevisago,Varese,Lombardia,4692,VA,5.322727248885415,3.7357915771474204,4.034999847412109
1500,12054,12,3,Comabbio,Varese,Lombardia,1189,VA,3.5085185059794672,1.908598873131255,2.880000114440918
1501,12055,12,3,Comerio,Varese,Lombardia,2873,VA,6.108593862503767,6.410372188512781,1.3924999833106995
1502,12056,12,3,Cremenaga,Varese,Lombardia,762,VA,2.1306000208854674,1.340982010847783,1.6549999713897705
1503,12057,12,3,Crosio della Valle,Varese,Lombardia,604,VA,14.739999949932098,7.87880688780212,10.507500171661377
1504,12058,12,3,Cuasso al Monte,Varese,Lombardia,3543,VA,2.3667368393195303,1.730977032969784,1.3849999904632568
1505,12059,12,3,Cugliate-Fabiasco,Varese,Lombardia,3018,VA,3.658529418356278,3.613749373988798,1.7350000143051147
1506,12060,12,3,Cunardo,Varese,Lombardia,2942,VA,4.177571409089225,2.663899261025782,3.554999828338623
1507,12061,12,3,Curiglia con Monteviasco,Varese,Lombardia,165,VA,0.6030833328763644,0.11848732003818054,0.5599999725818634
1508,12062,12,3,Cuveglio,Varese,Lombardia,3318,VA,4.902682914966491,5.8275933895828675,2.2150001525878906
1509,12063,12,3,Cuvio,Varese,Lombardia,1668,VA,3.9770967960357666,3.8471209396766706,2.3350000381469727
1510,12064,12,3,Daverio,Varese,Lombardia,3024,VA,13.999999821186066,9.332693669305048,11.0024995803833
1511,12065,12,3,Dumenza,Varese,Lombardia,1460,VA,1.173379628194703,0.7540949408133281,0.7774999737739563
1512,12066,12,3,Duno,Varese,Lombardia,123,VA,1.1037499941885471,0.5658414658561427,0.8199999928474426
1513,12067,12,3,Fagnano Olona,Varese,Lombardia,12363,VA,13.899673850640006,5.698165087137537,13.802500247955322
1514,12068,12,3,Ferno,Varese,Lombardia,6736,VA,41.077395766973495,46.25801062510427,15.76249885559082
1515,12069,12,3,Ferrera di Varese,Varese,Lombardia,687,VA,3.7711111969417996,0.6886007442825078,3.440000057220459
1516,12070,12,3,Gallarate,Varese,Lombardia,54207,VA,25.45680331792988,11.719053049160717,26.72749900817871
1517,12071,12,3,Galliate Lombardo,Varese,Lombardia,988,VA,5.431842120070207,3.1499336027176765,4.970000267028809
1518,12072,12,3,Gavirate,Varese,Lombardia,9223,VA,9.417463675789211,7.763797972554292,8.514999389648438
1519,12073,12,3,Gazzada Schianno,Varese,Lombardia,4594,VA,11.311250189940134,4.003510388443664,10.84499979019165
1520,12074,12,3,Gemonio,Varese,Lombardia,2906,VA,10.273999881744384,5.871235662216332,8.632500171661377
1521,12075,12,3,Gerenzano,Varese,Lombardia,10789,VA,17.440000065735408,12.644384157577676,11.447499752044678
1522,12076,12,3,Germignaga,Varese,Lombardia,3879,VA,4.905740724669562,3.5790505537791923,4.795000076293945
1523,12077,12,3,Golasecca,Varese,Lombardia,2609,VA,4.231153830503806,1.725059438623278,3.7049999237060547
1524,12078,12,3,Gorla Maggiore,Varese,Lombardia,4954,VA,15.521428346633911,6.343646513483759,15.195000171661377
1525,12079,12,3,Gorla Minore,Varese,Lombardia,8218,VA,15.646704587069424,6.670951686468671,16.130001068115234
1526,12080,12,3,Gornate Olona,Varese,Lombardia,2166,VA,8.943484819296634,4.223378986123101,9.399999618530273
1527,12081,12,3,Grantola,Varese,Lombardia,1229,VA,3.5113636038520117,2.3500357537312544,2.5950000286102295
1528,12082,12,3,Inarzo,Varese,Lombardia,1062,VA,5.201249912381172,3.6477571016715973,3.6725000143051147
1529,12083,12,3,Induno Olona,Varese,Lombardia,10318,VA,6.405347215632598,6.665589641068962,3.0374999046325684
1530,12084,12,3,Ispra,Varese,Lombardia,5250,VA,4.397712779806016,3.5707102770360275,3.3049999475479126
1531,12085,12,3,Jerago con Orago,Varese,Lombardia,5171,VA,14.300217296766197,7.43911474854847,11.620000839233398
1532,12086,12,3,Lavena Ponte Tresa,Varese,Lombardia,5860,VA,4.919821505035673,3.1492654677452703,4.505000114440918
1533,12087,12,3,Laveno-Mombello,Varese,Lombardia,8566,VA,3.370471024858779,3.2242209337123247,2.3324999809265137
1534,12088,12,3,Leggiuno,Varese,Lombardia,3716,VA,2.252600002288818,1.2819956757870408,1.9550000429153442
1535,12089,12,3,Lonate Ceppino,Varese,Lombardia,5000,VA,9.526166637738546,3.4180698472100994,10.275000095367432
1536,12090,12,3,Lonate Pozzolo,Varese,Lombardia,11506,VA,12.918233487420453,16.46329410114684,8.565000534057617
1537,12091,12,3,Lozza,Varese,Lombardia,1264,VA,13.029999852180481,3.040192283773279,12.227499961853027
1538,12092,12,3,Luino,Varese,Lombardia,14387,VA,5.553842978043989,6.774500366372164,2.494999885559082
1539,12093,12,3,Luvinate,Varese,Lombardia,1323,VA,4.000416703522205,2.8426209640206075,3.6649999618530273
1540,12095,12,3,Malgesso,Varese,Lombardia,1255,VA,4.941111233499315,1.7808796221013172,4.450000286102295
1541,12096,12,3,Malnate,Varese,Lombardia,16525,VA,11.418518543243408,6.025406591720744,10.470000267028809
1542,12097,12,3,Marchirolo,Varese,Lombardia,3483,VA,5.386060617186806,4.865350493251816,2.450000047683716
1543,12098,12,3,Marnate,Varese,Lombardia,7975,VA,21.083461394676796,4.663894458800361,22.657499313354492
1544,12099,12,3,Marzio,Varese,Lombardia,316,VA,1.7099999947981401,0.32354570049053755,1.684999942779541
