,cod_com,cod_prov,cod_reg,den_com,den_prov,den_reg,pop,sigla,mean,std,median
7271,95069,95,20,Uras,Oristano,Sardegna,2808,OR,1.1374877987838372,1.4956947531602145,0.6399999856948853
7272,95070,95,20,Usellus,Oristano,Sardegna,743,OR,0.7929670360389647,1.2448688097279401,0.375
7273,95071,95,20,Villanova Truschedu,Oristano,Sardegna,294,OR,0.5628333340088526,0.46200833066504515,0.4300000071525574
7274,95072,95,20,Villaurbana,Oristano,Sardegna,1559,OR,0.688594771171707,1.1097463264853522,0.42000001668930054
7275,95073,95,20,Villa Verde,Oristano,Sardegna,296,OR,0.6285483926855108,0.8115664623317269,0.3700000047683716
7276,95074,95,20,Zeddiani,Oristano,Sardegna,1145,OR,1.8882786973578032,1.7155730448137612,1.3050000667572021
7277,95075,95,20,Zerfaliu,Oristano,Sardegna,1021,OR,1.242341771155973,1.555435526366358,0.49000000953674316
7278,95076,95,20,Siapiccia,Oristano,Sardegna,347,OR,0.679731180911423,0.7128231656075883,0.4650000035762787
7279,95077,95,20,Curcuris,Oristano,Sardegna,298,OR,0.8789743498349801,0.6538801154013891,0.6050000190734863
7280,95078,95,20,Soddì,Oristano,Sardegna,119,OR,1.2076923010440974,0.929511065047798,0.7775000035762787
7281,95079,95,20,Bosa,Oristano,Sardegna,7770,OR,0.8521987974688591,2.0695144714480653,0.32499998807907104
7282,95080,95,20,Flussio,Oristano,Sardegna,434,OR,1.325294117717182,1.5887855864577716,0.6025000214576721
7283,95082,95,20,Laconi,Oristano,Sardegna,1746,OR,0.4373470963596933,0.6216033218872035,0.3400000035762787
7284,95083,95,20,Magomadas,Oristano,Sardegna,625,OR,1.604456540035165,1.0636035468721166,1.1874999403953552
7285,95084,95,20,Modolo,Oristano,Sardegna,156,OR,1.273124996572733,0.6833530981351633,0.9475000202655792
7286,95085,95,20,Montresta,Oristano,Sardegna,455,OR,0.5750304914829207,1.1660709715292468,0.3149999976158142
7287,95086,95,20,Sagama,Oristano,Sardegna,196,OR,0.6987499943934381,0.5672397270361462,0.5224999785423279
7288,95087,95,20,Suni,Oristano,Sardegna,1032,OR,0.8172420584966266,1.4955980300477114,0.36000001430511475
7289,95088,95,20,Tinnura,Oristano,Sardegna,241,OR,1.8892105253119218,1.6303182274636294,1.0299999713897705
7290,96001,96,1,Ailoche,Biella,Piemonte,323,BI,0.8739166642228763,0.5781393129429746,0.6000000238418579
7291,96002,96,1,Andorno Micca,Biella,Piemonte,3065,BI,2.6131617536439613,3.9195734670060824,0.5049999952316284
7292,96003,96,1,Benna,Biella,Piemonte,1144,BI,4.211818168380043,3.621982294816075,2.3449997901916504
7293,96004,96,1,Biella,Biella,Piemonte,44208,BI,8.865839673590115,11.99066352304246,3.6725001335144043
7294,96005,96,1,Bioglio,Biella,Piemonte,874,BI,1.1352358426687852,1.084319706406006,0.44749999046325684
7295,96006,96,1,Borriana,Biella,Piemonte,885,BI,1.6916129031488973,0.7732695489001022,1.5399999618530273
7296,96007,96,1,Brusnengo,Biella,Piemonte,2021,BI,3.5804098492763083,2.924974899425224,1.684999942779541
7297,96008,96,1,Callabiana,Biella,Piemonte,142,BI,1.020882347050835,0.5586083870212525,0.8325000405311584
7298,96009,96,1,Camandona,Biella,Piemonte,316,BI,0.9082000023126602,0.6505342135913621,0.5850000083446503
7299,96010,96,1,Camburzano,Biella,Piemonte,1149,BI,3.0807142768587386,2.1896103390861517,2.2750000953674316
7300,96012,96,1,Candelo,Biella,Piemonte,7304,BI,5.361235974879747,4.225468319729173,3.7699999809265137
7301,96013,96,1,Caprile,Biella,Piemonte,185,BI,0.6511643810631478,0.2871560100421424,0.5149999856948853
7302,96014,96,1,Casapinta,Biella,Piemonte,407,BI,2.1138888862397938,0.7728654457953141,1.972499966621399
7303,96015,96,1,Castelletto Cervo,Biella,Piemonte,819,BI,1.83758823520997,0.84811924584164,1.6399999856948853
7304,96016,96,1,Cavaglià,Biella,Piemonte,3544,BI,2.6486734841145627,2.318420289413208,1.6749999523162842
7305,96018,96,1,Cerrione,Biella,Piemonte,2847,BI,2.065345918982284,1.6361956623111023,1.350000023841858
7306,96019,96,1,Coggiola,Biella,Piemonte,1728,BI,0.7989705851411119,0.9257431537491088,0.4925000071525574
7307,96020,96,1,Cossato,Biella,Piemonte,14312,BI,4.7819875856364,4.519762531327486,2.799999952316284
7308,96021,96,1,Crevacuore,Biella,Piemonte,1482,BI,2.2437755039760043,2.0717020837653535,1.409999966621399
7309,96023,96,1,Curino,Biella,Piemonte,468,BI,0.9842561966131541,0.3585805670671891,0.8899999856948853
7310,96024,96,1,Donato,Biella,Piemonte,720,BI,1.1092857147966113,0.8001036810500284,0.7300000190734863
7311,96025,96,1,Dorzano,Biella,Piemonte,543,BI,2.766600034236908,1.9819893082149844,2.0799999237060547
7312,96026,96,1,Gaglianico,Biella,Piemonte,3763,BI,15.831304467242697,6.0382516948544005,13.944999694824219
7313,96027,96,1,Gifflenga,Biella,Piemonte,108,BI,1.2989285758563451,0.1958969907893326,1.25
7314,96028,96,1,Graglia,Biella,Piemonte,1498,BI,1.2713793020310074,1.4592380583067268,0.6150000095367432
7315,96030,96,1,Magnano,Biella,Piemonte,381,BI,1.1836065581587494,0.5703781912083463,1.0199999809265137
7316,96031,96,1,Massazza,Biella,Piemonte,533,BI,2.0706060429414115,1.2929972781930523,1.5074999928474426
7317,96032,96,1,Masserano,Biella,Piemonte,2027,BI,2.963907271426245,2.476588411192405,2.0349998474121094
7318,96033,96,1,Mezzana Mortigliengo,Biella,Piemonte,493,BI,2.0006521577420444,0.6157450338759152,1.9549999237060547
7319,96034,96,1,Miagliano,Biella,Piemonte,579,BI,4.609000015258789,2.1160135656762162,4.305000305175781
7320,96035,96,1,Mongrando,Biella,Piemonte,3763,BI,2.32263441752362,1.9764346374846984,1.6100000143051147
7321,96037,96,1,Mottalciata,Biella,Piemonte,1323,BI,1.716323517701205,0.7370768660166291,1.4925000071525574
7322,96038,96,1,Muzzano,Biella,Piemonte,599,BI,2.723285746574402,2.9982100169805386,1.4200000762939453
7323,96039,96,1,Netro,Biella,Piemonte,942,BI,1.1245945998140283,0.6421931132911015,0.9550000429153442
7324,96040,96,1,Occhieppo Inferiore,Biella,Piemonte,3837,BI,8.130217438158782,5.773769366710355,6.885000228881836
7325,96041,96,1,Occhieppo Superiore,Biella,Piemonte,2692,BI,4.6296295921007795,3.226974137568402,3.9000000953674316
7326,96042,96,1,Pettinengo,Biella,Piemonte,1506,BI,1.221292132407092,0.9026246192381782,1.2050000429153442
7327,96043,96,1,Piatto,Biella,Piemonte,491,BI,2.8499999954586936,1.2669968224724477,2.875
7328,96044,96,1,Piedicavallo,Biella,Piemonte,178,BI,0.5591666645863477,0.4047300533459416,0.4350000023841858
7329,96046,96,1,Pollone,Biella,Piemonte,2085,BI,1.5682795663033762,1.669179894264977,0.6549999713897705
7330,96047,96,1,Ponderano,Biella,Piemonte,3778,BI,9.07369043145861,9.554680510156206,4.059999942779541
7331,96048,96,1,Portula,Biella,Piemonte,1171,BI,1.3973076843298398,1.6042999880034683,0.5849999785423279
7332,96049,96,1,Pralungo,Biella,Piemonte,2335,BI,2.728809478737059,2.477913746565092,1.752500057220459
7333,96050,96,1,Pray,Biella,Piemonte,2060,BI,3.030714291699079,1.8355533477824617,2.3399999141693115
7334,96053,96,1,Ronco Biellese,Biella,Piemonte,1476,BI,4.442857225735982,1.663027018194274,4.114999771118164
7335,96054,96,1,Roppolo,Biella,Piemonte,858,BI,2.345744696069271,1.6920025219210932,1.7450000047683716
7336,96055,96,1,Rosazza,Biella,Piemonte,90,BI,0.6415625003476938,0.38019753920906213,0.45249998569488525
7337,96056,96,1,Sagliano Micca,Biella,Piemonte,1573,BI,0.9670000009676989,1.236075944474582,0.5600000023841858
7338,96057,96,1,Sala Biellese,Biella,Piemonte,585,BI,1.0953191468056211,0.25020290425169195,1.0450000762939453
7339,96058,96,1,Salussola,Biella,Piemonte,1907,BI,1.3692272684790872,1.1303480316120376,0.9725000262260437
7340,96059,96,1,Sandigliano,Biella,Piemonte,2639,BI,5.757333330313364,4.413225973901298,3.8975000381469727
7341,96063,96,1,Sordevolo,Biella,Piemonte,1339,BI,1.6071153909732134,2.834717780707375,0.5349999666213989
7342,96064,96,1,Sostegno,Biella,Piemonte,765,BI,1.2054285793077377,0.9166079283055055,0.8650000095367432
7343,96065,96,1,Strona,Biella,Piemonte,1056,BI,3.146249997615814,1.563691896100491,3.2774999141693115
7344,96066,96,1,Tavigliano,Biella,Piemonte,924,BI,1.4351470584378523,2.539355701757706,0.5224999785423279
7345,96067,96,1,Ternengo,Biella,Piemonte,270,BI,2.4213636463338677,0.4899633116019065,2.2899999618530273
7346,96068,96,1,Tollegno,Biella,Piemonte,2463,BI,5.6079999804496765,3.909778854822355,4.769999980926514
7347,96069,96,1,Torrazzo,Biella,Piemonte,203,BI,1.312833344936371,0.8415577767003304,0.9350000023841858
7348,96071,96,1,Valdengo,Biella,Piemonte,2396,BI,7.011847874392634,4.8183424165419595,5.6000001430511475
7349,96072,96,1,Vallanzengo,Biella,Piemonte,203,BI,0.9005769147322729,0.8262674673079228,0.45249998569488525
7350,96074,96,1,Valle San Nicolao,Biella,Piemonte,922,BI,1.1891139191162736,1.1814748159333588,0.4300000071525574
7351,96075,96,1,Veglio,Biella,Piemonte,460,BI,1.23959458357579,0.904766913989456,0.8349999785423279
7352,96076,96,1,Verrone,Biella,Piemonte,1247,BI,4.7372340116095035,2.8389338369485237,3.6750001907348633
7353,96077,96,1,Vigliano Biellese,Biella,Piemonte,7757,BI,8.305217507092848,4.04182518033863,7.989999771118164
7354,96078,96,1,Villa del Bosco,Biella,Piemonte,326,BI,1.4227777686383989,0.4938038883621012,1.2374999523162842
7355,96079,96,1,Villanova Biellese,Biella,Piemonte,190,BI,1.5222916665176551,0.7736749204816387,1.2174999713897705
7356,96080,96,1,Viverone,Biella,Piemonte,1411,BI,2.584142858641488,2.11841751228702,1.6775000095367432
7357,96081,96,1,Zimone,Biella,Piemonte,395,BI,1.7663888699478574,1.1532837169142698,1.2524999976158142
7358,96082,96,1,Zubiena,Biella,Piemonte,1142,BI,1.2154225404833403,0.38449139424398343,1.1100000143051147
7359,96083,96,1,Zumaglia,Biella,Piemonte,982,BI,2.979999985959795,0.7295812517224081,2.8799999952316284
7360,96085,96,1,Lessona,Biella,Piemonte,2716,BI,4.596338008491086,3.3012785547303656,3.6649999618530273
7361,96086,96,1,Campiglia Cervo,Biella,Piemonte,492,BI,0.7009696951418212,0.38214700555446773,0.5149999856948853
7362,96087,96,1,Quaregna Cerreto,Biella,Piemonte,2030,BI,4.733499956130982,3.891127563742258,3.1349998712539673
7363,96088,96,1,Valdilana,Biella,Piemonte,10725,BI,1.4976210798802878,1.4522552909037074,0.6299999952316284
7364,97001,97,3,Abbadia Lariana,Lecco,Lombardia,3200,LC,2.197258062260125,2.23778073197506,1.25
7365,97002,97,3,Airuno,Lecco,Lombardia,2783,LC,9.814038414221544,6.133036490144921,8.329999923706055
7366,97003,97,3,Annone di Brianza,Lecco,Lombardia,2306,LC,8.058088253526126,4.2506279733323895,7.702499866485596
7367,97004,97,3,Ballabio,Lecco,Lombardia,4090,LC,3.0300568477673964,3.2016949618264974,1.4524999856948853
7368,97005,97,3,Barzago,Lecco,Lombardia,2383,LC,12.333809580121722,2.857846544127585,11.725000381469727
7369,97006,97,3,Barzanò,Lecco,Lombardia,5034,LC,14.189750123023988,4.646009796991186,15.1875
7370,97007,97,3,Barzio,Lecco,Lombardia,1283,LC,2.0010886894118403,2.574224734953555,0.8700000047683716
7371,97008,97,3,Bellano,Lecco,Lombardia,3224,LC,2.476564895560723,3.4854406994745233,1.090000033378601
7372,97009,97,3,Bosisio Parini,Lecco,Lombardia,3384,LC,11.742857033865793,3.403900599405495,11.579999923706055
7373,97010,97,3,Brivio,Lecco,Lombardia,4503,LC,9.814204627817327,4.552548240342621,9.802500247955322
7374,97011,97,3,Bulciago,Lecco,Lombardia,2893,LC,15.851666821373833,3.5564156832610454,16.012500762939453
7375,97012,97,3,Calco,Lecco,Lombardia,5427,LC,13.942142946379525,6.70792257552348,10.917500019073486
7376,97013,97,3,Calolziocorte,Lecco,Lombardia,13709,LC,10.19872548533421,6.6712123788233155,9.005000114440918
7377,97014,97,3,Carenno,Lecco,Lombardia,1408,LC,2.138265315367251,1.0448291070973612,1.6600000858306885
7378,97015,97,3,Casargo,Lecco,Lombardia,847,LC,0.964545453949408,0.611842437513287,0.7049999833106995
7379,97016,97,3,Casatenovo,Lecco,Lombardia,12966,LC,11.382671251688919,4.204341823171636,11.649999618530273
7380,97017,97,3,Cassago Brianza,Lecco,Lombardia,4335,LC,16.154999923706054,4.807036441149874,16.725000381469727
7381,97018,97,3,Cassina Valsassina,Lecco,Lombardia,527,LC,3.4376666863759358,4.740117107467042,0.8700000047683716
7382,97019,97,3,Castello di Brianza,Lecco,Lombardia,2598,LC,11.170250034332275,3.8132091164502944,10.707499980926514
7383,97020,97,3,Cernusco Lombardone,Lecco,Lombardia,3824,LC,16.469210474114668,7.33255488815564,14.90999984741211
7384,97021,97,3,Cesana Brianza,Lecco,Lombardia,2380,LC,12.28840895132585,8.150337396268775,11.017500400543213
7385,97022,97,3,Civate,Lecco,Lombardia,3786,LC,5.752941218076968,5.605970273064606,3.759999990463257
7386,97023,97,3,Colico,Lecco,Lombardia,7927,LC,3.4555313955758504,5.382237461941141,1.2400000095367432
7387,97024,97,3,Colle Brianza,Lecco,Lombardia,1737,LC,4.54127449615329,2.082706455753575,3.9850001335144043
7388,97025,97,3,Cortenova,Lecco,Lombardia,1171,LC,3.605846180365636,3.754567283566812,1.4600000381469727
7389,97026,97,3,Costa Masnaga,Lecco,Lombardia,4769,LC,14.223428562709264,6.380161060402144,11.75
7390,97027,97,3,Crandola Valsassina,Lecco,Lombardia,261,LC,1.255288453056262,1.155356406393402,0.7674999833106995
7391,97028,97,3,Cremella,Lecco,Lombardia,1702,LC,12.031999826431274,3.1344250867352685,12.719999313354492
7392,97029,97,3,Cremeno,Lecco,Lombardia,1640,LC,3.0003896355628967,3.566715123514638,1.184999942779541
7393,97030,97,3,Dervio,Lecco,Lombardia,2603,LC,2.608582105209578,3.03842040565629,1.184999942779541
7394,97031,97,3,Dolzago,Lecco,Lombardia,2542,LC,19.093213966914586,6.300856282475069,21.057499885559082
7395,97032,97,3,Dorio,Lecco,Lombardia,308,LC,1.2255147178383434,0.7819297361589753,0.8375000357627869
7396,97033,97,3,Ello,Lecco,Lombardia,1214,LC,7.4438461156991815,2.2545646436881635,7.234999656677246
7397,97034,97,3,Erve,Lecco,Lombardia,692,LC,2.341764706022599,0.9967106496272027,2.132500171661377
7398,97035,97,3,Esino Lario,Lecco,Lombardia,757,LC,1.005660374209566,0.8918200186224676,0.7300000190734863
7399,97036,97,3,Galbiate,Lecco,Lombardia,8489,LC,8.296500002013312,5.270707904310668,7.104999780654907
7400,97037,97,3,Garbagnate Monastero,Lecco,Lombardia,2498,LC,16.75804328918457,4.603535275185302,16.650001525878906
7401,97038,97,3,Garlate,Lecco,Lombardia,2704,LC,12.509285767873129,5.331217838274233,13.574999809265137
7402,97039,97,3,Imbersago,Lecco,Lombardia,2455,LC,10.017619064876012,3.101701079345334,9.735000610351562
7403,97040,97,3,Introbio,Lecco,Lombardia,1953,LC,1.1851655596139414,1.8045818582528514,0.5349999666213989
7404,97042,97,3,Lecco,Lecco,Lombardia,48058,LC,7.763769263716845,10.335418112095617,2.8399999141693115
7405,97043,97,3,Lierna,Lecco,Lombardia,2128,LC,2.1242499838272733,2.073402735755989,1.25
7406,97044,97,3,Lomagna,Lecco,Lombardia,5065,LC,15.042142595563616,8.877590403914187,11.934999465942383
7407,97045,97,3,Malgrate,Lecco,Lombardia,4284,LC,16.407999897003172,5.6371923935855515,16.802499771118164
7408,97046,97,3,Mandello del Lario,Lecco,Lombardia,10190,LC,1.9776264577524207,3.113424562388919,0.9600000381469727
7409,97047,97,3,Margno,Lecco,Lombardia,371,LC,2.6423809897331965,1.6743638921467958,1.9300000667572021
7410,97048,97,3,Merate,Lecco,Lombardia,14492,LC,15.150999942192664,7.56605167352258,12.889999389648438
7411,97049,97,3,Missaglia,Lecco,Lombardia,8777,LC,9.120714248929705,5.154604982430435,7.397500038146973
7412,97050,97,3,Moggio,Lecco,Lombardia,475,LC,1.9279451933625626,3.392266325693551,0.7900000214576721
7413,97051,97,3,Molteno,Lecco,Lombardia,3561,LC,22.632666269938152,5.402722230234895,23.53499984741211
7414,97052,97,3,Monte Marenzo,Lecco,Lombardia,1899,LC,6.171842148429469,1.63045465658973,6.505000114440918
7415,97053,97,3,Montevecchia,Lecco,Lombardia,2690,LC,6.3432812467217445,3.161027608765753,5.647500038146973
7416,97054,97,3,Monticello Brianza,Lecco,Lombardia,4087,LC,12.975208242734274,3.4576251631045456,13.370000839233398
7417,97055,97,3,Morterone,Lecco,Lombardia,30,LC,0.8181645568413071,0.11518608580475685,0.8149999976158142
7418,97056,97,3,Nibionno,Lecco,Lombardia,3634,LC,13.726000022888183,4.614713953997625,13.650000095367432
7419,97057,97,3,Oggiono,Lecco,Lombardia,9005,LC,15.972127711519281,8.703194237058167,13.145000457763672
7420,97058,97,3,Olgiate Molgora,Lecco,Lombardia,6392,LC,7.792624914646149,5.120316945851705,6.09499979019165
7421,97059,97,3,Olginate,Lecco,Lombardia,6983,LC,11.975681743838571,8.2203265143035,11.960000038146973
7422,97060,97,3,Oliveto Lario,Lecco,Lombardia,1234,LC,1.8793333272139232,1.0005260261741937,1.5975000262260437
7423,97061,97,3,Osnago,Lecco,Lombardia,4787,LC,19.306923169356125,9.185675328153819,21.0024995803833
7424,97062,97,3,Paderno d'Adda,Lecco,Lombardia,3824,LC,13.144285792396182,7.5775996742169855,11.864999771118164
7425,97063,97,3,Pagnona,Lecco,Lombardia,335,LC,0.6696296279077176,0.4112254292589684,0.5399999618530273
7426,97064,97,3,Parlasco,Lecco,Lombardia,133,LC,1.180294114000657,0.514640015237071,1.0449999570846558
7427,97065,97,3,Pasturo,Lecco,Lombardia,1937,LC,1.3439763667076592,1.611079508921332,0.6850000023841858
7428,97067,97,3,Perledo,Lecco,Lombardia,895,LC,2.012077930685762,1.947366914824398,1.090000033378601
7429,97068,97,3,Pescate,Lecco,Lombardia,2227,LC,11.8091668287913,4.966364203554417,10.727500438690186
7430,97069,97,3,Premana,Lecco,Lombardia,2203,LC,0.6983597888833001,0.6747442922554353,0.4749999940395355
7431,97070,97,3,Primaluna,Lecco,Lombardia,2269,LC,1.8226865614528087,1.9587815614973818,0.8274999856948853
7432,97071,97,3,Robbiate,Lecco,Lombardia,6313,LC,18.764347656913426,7.721330465637217,16.30500030517578
7433,97072,97,3,Rogeno,Lecco,Lombardia,3093,LC,10.470925896256059,5.004283026745597,10.835000038146973
7434,97074,97,3,Santa Maria Hoè,Lecco,Lombardia,2166,LC,7.919999856215257,3.8794453277209664,7.744999885559082
7435,97075,97,3,Sirone,Lecco,Lombardia,2310,LC,22.742499828338623,6.223512073500537,23.484999656677246
7436,97076,97,3,Sirtori,Lecco,Lombardia,2807,LC,10.030208220084509,5.0453584984650295,9.3774995803833
7437,97077,97,3,Sueglio,Lecco,Lombardia,153,LC,1.2931999969482422,0.7527560974814453,0.9850000143051147
7438,97078,97,3,Suello,Lecco,Lombardia,1784,LC,9.95235300064087,5.189357669268839,9.475000381469727
7439,97079,97,3,Taceno,Lecco,Lombardia,535,LC,3.206818187778646,2.694998077732552,2.1250000596046448
7440,97082,97,3,Valgreghentino,Lecco,Lombardia,3434,LC,5.5808333489629955,4.351935102561649,4.244999885559082
7441,97083,97,3,Valmadrera,Lecco,Lombardia,11393,LC,7.576527749498685,7.956033950259264,3.1024999618530273
7442,97084,97,3,Varenna,Lecco,Lombardia,743,LC,1.477077927682307,1.5836533756366011,0.9500000476837158
7443,97086,97,3,Vercurago,Lecco,Lombardia,2805,LC,13.349166691303253,5.90474649871281,14.09499979019165
7444,97090,97,3,Viganò,Lecco,Lombardia,2096,LC,12.852777798970541,4.1976083438742275,13.774999618530273
7445,97091,97,3,Verderio,Lecco,Lombardia,5580,LC,14.180146960651173,7.063891369246896,10.992499351501465
7446,97092,97,3,La Valletta Brianza,Lecco,Lombardia,4654,LC,6.402211519388052,4.249155985238738,4.365000009536743
7447,97093,97,3,Valvarrone,Lecco,Lombardia,530,LC,0.9466463392827569,0.6653671591735233,0.7000000476837158
7448,98001,98,3,Abbadia Cerreto,Lodi,Lombardia,275,LO,2.4332894902480278,0.9286324520505882,2.195000171661377
7449,98002,98,3,Bertonico,Lodi,Lombardia,1073,LO,2.715517232130314,2.9078939257003587,1.625
7450,98003,98,3,Boffalora d'Adda,Lodi,Lombardia,1753,LO,3.0435106297756764,2.1262778019090938,1.9649999141693115
7451,98004,98,3,Borghetto Lodigiano,Lodi,Lombardia,4336,LO,2.7719580468597944,1.9188605004384016,2.0199999809265137
7452,98005,98,3,Borgo San Giovanni,Lodi,Lombardia,2438,LO,5.784777768452963,4.305312244127006,3.950000047683716
7453,98006,98,3,Brembio,Lodi,Lombardia,2700,LO,3.555199992656708,3.3410917551721715,2.205000162124634
7454,98008,98,3,Casaletto Lodigiano,Lodi,Lombardia,2888,LO,5.840818194909529,3.628767914525077,4.590000152587891
7455,98009,98,3,Casalmaiocco,Lodi,Lombardia,3193,LO,10.009482753687891,5.554718955241288,9.155000686645508
7456,98010,98,3,Casalpusterlengo,Lodi,Lombardia,15105,LO,8.360578279105985,8.213794491161607,3.494999885559082
7457,98011,98,3,Caselle Landi,Lodi,Lombardia,1535,LO,1.4963698542281374,0.597970160860179,1.2649999856948853
7458,98012,98,3,Caselle Lurani,Lodi,Lombardia,2978,LO,3.9104651351307713,2.5962842406782016,2.8350000381469727
7459,98013,98,3,Castelnuovo Bocca d'Adda,Lodi,Lombardia,1573,LO,1.9087179481473744,1.1132301033684349,1.465000033378601
7460,98014,98,3,Castiglione d'Adda,Lodi,Lombardia,4617,LO,2.803289460508447,2.488618978164349,1.79749995470047
7461,98015,98,3,Castiraga Vidardo,Lodi,Lombardia,2833,LO,10.611538511056166,7.542048841280505,9.369999885559082
7462,98017,98,3,Cavenago d'Adda,Lodi,Lombardia,2137,LO,3.4105729026099048,2.984242427221094,2.1200000047683716
7463,98018,98,3,Cervignano d'Adda,Lodi,Lombardia,2197,LO,6.419772787527605,3.0989527850696423,5.652500152587891
7464,98019,98,3,Codogno,Lodi,Lombardia,15465,LO,10.625550842891306,10.139505041383245,6.299999952316284
7465,98020,98,3,Comazzo,Lodi,Lombardia,2256,LO,3.621357144628252,1.615157830174502,3.225000023841858
7466,98021,98,3,Cornegliano Laudense,Lodi,Lombardia,2858,LO,18.289464201245988,13.316190500455413,16.087499618530273
7467,98022,98,3,Corno Giovine,Lodi,Lombardia,1128,LO,2.53716982310673,1.29374496087607,2.0850000381469727
7468,98023,98,3,Cornovecchio,Lodi,Lombardia,206,LO,2.187916679514779,1.4449612365558189,1.5174999833106995
7469,98024,98,3,Corte Palasio,Lodi,Lombardia,1526,LO,2.635561787680294,1.288844213330022,2.2300000190734863
7470,98025,98,3,Crespiatica,Lodi,Lombardia,2255,LO,5.271666674386887,3.17510547579027,4.012500047683716
7471,98026,98,3,Fombio,Lodi,Lombardia,2319,LO,8.288295474919407,5.613773287215984,7.079999923706055
7472,98027,98,3,Galgagnano,Lodi,Lombardia,1276,LO,3.68203129991889,2.179505714165631,2.647499918937683
7473,98028,98,3,Graffignana,Lodi,Lombardia,2583,LO,3.8534210543883476,3.137924665420814,2.434999942779541
7474,98029,98,3,Guardamiglio,Lodi,Lombardia,2631,LO,5.318644149828765,5.262044352158247,1.9199999570846558
7475,98030,98,3,Livraga,Lodi,Lombardia,2459,LO,6.0319403836976235,5.205582124565461,3.255000114440918
7476,98031,98,3,Lodi,Lodi,Lombardia,44928,LO,12.374683555168442,10.816626578759571,8.795000076293945
7477,98032,98,3,Lodi Vecchio,Lodi,Lombardia,7467,LO,7.43255104580704,6.69976276224513,4.5249998569488525
7478,98033,98,3,Maccastorna,Lodi,Lombardia,64,LO,2.2305172229635306,1.122048068296447,2.0250000953674316
7479,98034,98,3,Mairago,Lodi,Lombardia,1384,LO,3.1511363621914024,1.8928743598488276,2.2674999237060547
7480,98035,98,3,Maleo,Lodi,Lombardia,3056,LO,4.195772694457661,4.301100871082981,2.682500123977661
7481,98036,98,3,Marudo,Lodi,Lombardia,1768,LO,5.004791681965192,2.799872205590925,4.3475000858306885
7482,98037,98,3,Massalengo,Lodi,Lombardia,4382,LO,7.75088889863756,5.485920320187891,5.809999942779541
7483,98038,98,3,Meleti,Lodi,Lombardia,459,LO,1.5760714326586043,0.4469773319482009,1.4249999523162842
7484,98039,98,3,Merlino,Lodi,Lombardia,1687,LO,6.929917984321469,7.128590923735864,4.275000095367432
7485,98040,98,3,Montanaso Lombardo,Lodi,Lombardia,2252,LO,8.814464173146657,8.519498659659098,5.114999771118164
7486,98041,98,3,Mulazzano,Lodi,Lombardia,5822,LO,5.336058835422292,3.1794367071142124,4.005000114440918
7487,98042,98,3,Orio Litta,Lodi,Lombardia,2026,LO,3.8956140279769897,3.7455752623405525,2.4049999713897705
7488,98043,98,3,Ospedaletto Lodigiano,Lodi,Lombardia,1960,LO,10.821041579047838,8.589901922148867,8.787500381469727
7489,98044,98,3,Ossago Lodigiano,Lodi,Lombardia,1395,LO,3.883629035565161,3.0507947476280064,2.4800000190734863
7490,98045,98,3,Pieve Fissiraga,Lodi,Lombardia,1705,LO,10.212462781080559,11.047302693427858,3.869999885559082
7491,98046,98,3,Salerano sul Lambro,Lodi,Lombardia,2613,LO,8.641600017547608,6.504353613341001,5.650000095367432
7492,98047,98,3,San Fiorano,Lodi,Lombardia,1840,LO,3.4609615137943854,1.9378353234794254,2.4499999284744263
7493,98048,98,3,San Martino in Strada,Lodi,Lombardia,3723,LO,8.080799940427145,6.543653113698866,5.274999618530273
7494,98049,98,3,San Rocco al Porto,Lodi,Lombardia,3344,LO,5.297953181796604,6.210063607714545,2.884999990463257
7495,98050,98,3,Sant'Angelo Lodigiano,Lodi,Lombardia,13376,LO,10.540695641351784,11.01983229742794,5.595000267028809
7496,98051,98,3,Santo Stefano Lodigiano,Lodi,Lombardia,1881,LO,3.961617648601532,3.180935588375423,2.6125000715255737
7497,98052,98,3,Secugnago,Lodi,Lombardia,1928,LO,5.01649996638298,3.2525178374967294,3.7174999713897705
7498,98053,98,3,Senna Lodigiana,Lodi,Lombardia,1816,LO,2.3400980276999133,3.1575110642577,1.2899999618530273
7499,98054,98,3,Somaglia,Lodi,Lombardia,3832,LO,6.9546521549639495,6.727683969969214,3.555000066757202
7500,98055,98,3,Sordio,Lodi,Lombardia,3436,LO,16.424666786193846,8.792649141773799,18.825000762939453
7501,98056,98,3,Tavazzano con Villavesco,Lodi,Lombardia,5861,LO,7.67333339106652,6.689813942024823,4.194999694824219
7502,98057,98,3,Terranova dei Passerini,Lodi,Lombardia,908,LO,4.963225766535728,6.671389261695308,3.25
7503,98058,98,3,Turano Lodigiano,Lodi,Lombardia,1538,LO,2.9638333373599584,3.3241675388070666,1.8274999856948853
7504,98059,98,3,Valera Fratta,Lodi,Lombardia,1695,LO,3.571326576933569,2.7149602750615003,2.494999885559082
7505,98060,98,3,Villanova del Sillaro,Lodi,Lombardia,1798,LO,2.8412986900899315,1.1992398736593872,2.494999885559082
7506,98061,98,3,Zelo Buon Persico,Lodi,Lombardia,7400,LO,7.4518981885027005,8.5422151273977,3.93500018119812
7507,98062,98,3,Castelgerundo,Lodi,Lombardia,1475,LO,2.8022972860851803,2.4418479282938055,1.8299999237060547
